,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,187,dummy stance,en.noclean.c4-train.03776-of-07168.114912,0,1,14.000100135803224,0.027730148,0.97226983,https://www.coldsorescured.com/vitamin-c-for-cold-sores/
1,187,dummy stance,en.noclean.c4-train.01693-of-07168.118959,0,0,13.938799858093262,0.98431695,0.015682988,https://www.curefacts.com/answers?condition=Common_Cold&trCat=Vitamin
2,187,dummy stance,en.noclean.c4-train.04326-of-07168.4853,0,0,13.935199737548828,0.9914922,0.008507836,https://www.curefacts.com/answers?condition=Common_Cold&treatment=Vitamin_C&population=With_cold&trCat=Vitamin
3,187,dummy stance,en.noclean.c4-train.03525-of-07168.73314,0,0,13.931099891662598,0.9914922,0.008507836,https://www.curefacts.com/answers?condition=Common_cold&population=With_cold&trCat=Vitamin
4,187,dummy stance,en.noclean.c4-train.01349-of-07168.111341,0,0,13.92389965057373,0.99093693,0.009063081,https://www.curefacts.com/answers?condition=Common_Cold&treatment=Vitamin_C&ageGroup=Adults&population=With_cold&trCat=Vitamin
5,187,dummy stance,en.noclean.c4-train.05623-of-07168.37084,0,0,13.917200088500977,0.9962238,0.0037761289,https://www.curefacts.com/details?cardId=1000031
6,187,dummy stance,en.noclean.c4-train.02654-of-07168.81753,0,0,13.916999816894531,0.7732113,0.22678876,https://vitamins.lovetoknow.com/Preventing_Colds_with_Vitamin_C
7,187,dummy stance,en.noclean.c4-train.03796-of-07168.132480,0,0,13.91469955444336,0.96669644,0.033303507,https://www.curefacts.com/answers?condition=Common_Cold&treatment=Vitamin_C
8,187,dummy stance,en.noclean.c4-train.05538-of-07168.54340,0,0,13.914698600769045,0.96669644,0.033303507,https://www.curefacts.com/answers?condition=Common_cold&treatment=Vitamin_C
9,187,dummy stance,en.noclean.c4-train.02415-of-07168.40932,0,0,13.912500381469728,0.98447305,0.015526999,https://www.curefacts.com/details?condition=Common_Cold&treatment=Vitamin_C&purpose=Prevention&ageGroup=Adults&population=Healthy&trCat=Vitamin&cardId=1000029
10,187,dummy stance,en.noclean.c4-train.06170-of-07168.126424,0,0,13.90839958190918,0.98434675,0.015653286,https://www.curefacts.com/answers?condition=Cold&treatment=Vitamin_C
11,187,dummy stance,en.noclean.c4-train.03907-of-07168.96027,0,0,13.90530014038086,0.9866855,0.013314411,https://www.curefacts.com/details?condition=Common_Cold&treatment=Vitamin_C&cardId=1000029
12,187,dummy stance,en.noclean.c4-train.01662-of-07168.41486,0,0,13.899100303649902,0.98499924,0.015000748,https://www.curefacts.com/details?cardId=1000029
13,187,dummy stance,en.noclean.c4-train.04748-of-07168.73228,0,0,13.894700050354004,0.9551997,0.044800274,https://www.ask.com/web?q=Vitamin+C+and+flu&qsrc=1&o=0
14,187,dummy stance,en.noclean.c4-train.04543-of-07168.133601,0,1,13.890299797058104,0.115638584,0.8843614,https://www.curefacts.com/answers?treatment=Vicks_Vitamin_C_Drops
15,187,dummy stance,en.noclean.c4-train.06598-of-07168.58575,0,1,13.889200210571287,0.24874912,0.7512508,https://www.curefacts.com/answers?treatment=Centrum_Singles_-_Vitamin_C
16,187,dummy stance,en.noclean.c4-train.00212-of-07168.70179,0,0,13.88860034942627,0.99015266,0.009847368,https://www.curefacts.com/answers?condition=Common_Cold&treatment=Vitamin_C&ageGroup=Adults
17,187,dummy stance,en.noclean.c4-train.06967-of-07168.111851,0,0,13.872900009155272,0.72280675,0.27719325,https://www.curefacts.com/answers?treatment=Vitamin_C&ageGroup=Adults
18,187,dummy stance,en.noclean.c4-train.02274-of-07168.4725,0,1,13.87279987335205,0.19334896,0.80665106,https://www.curefacts.com/answers?treatment=Sunkist_Vitamin_C
19,187,dummy stance,en.noclean.c4-train.02387-of-07168.135211,0,0,13.872300148010254,0.6105847,0.38941535,https://www.curefacts.com/answers?treatment=vitamin_c
20,187,dummy stance,en.noclean.c4-train.03324-of-07168.102769,0,0,13.872299194335938,0.6105847,0.38941535,https://www.curefacts.com/answers?treatment=Vitamin_C
21,187,dummy stance,en.noclean.c4-train.04763-of-07168.145162,0,0,13.85770034790039,0.9994247,0.000575291,https://naturofaqs.com/vitamin-supplements/
22,187,dummy stance,en.noclean.c4-train.06136-of-07168.66085,0,0,13.854999542236328,0.69040734,0.30959266,https://www.curefacts.com/answers?treatment=Ascorbicap
23,187,dummy stance,en.noclean.c4-train.01782-of-07168.70812,0,0,13.852999687194824,0.7570479,0.24295208,https://www.curefacts.com/answers?treatment=Cenolate
24,187,dummy stance,en.noclean.c4-train.05924-of-07168.134581,0,0,13.848299980163574,0.87035334,0.12964664,https://www.curefacts.com/answers?treatment=Cemill
25,187,dummy stance,en.noclean.c4-train.00067-of-07168.126509,0,0,13.847100257873535,0.8906208,0.10937922,https://www.curefacts.com/answers?treatment=AA
26,187,dummy stance,en.noclean.c4-train.02840-of-07168.1262,0,0,13.846099853515623,0.9955734,0.00442661,https://www.healthydocs.net/home/2017/does-vitamin-c-actually-help-prevent-or-treat-the-common-cold
27,187,dummy stance,en.noclean.c4-train.00979-of-07168.38309,0,0,13.844799995422363,0.95959777,0.040402193,https://www.curefacts.com/answers?treatment=Ascorbate
28,187,dummy stance,en.noclean.c4-train.03742-of-07168.134405,0,0,13.844599723815918,0.9930093,0.0069907014,http://www.explorevitamins.co.uk/can-vitamins-prevent-colds.html
29,187,dummy stance,en.noclean.c4-train.04713-of-07168.122795,0,0,13.841699600219728,0.98151994,0.0184801,http://www.progressivehealth.com/vitamin-c-for-colds-and-flu.htm
30,187,dummy stance,en.noclean.c4-train.02609-of-07168.79905,0,0,13.840499877929688,0.7867857,0.21321426,https://www.curefacts.com/answers?treatment=Ascot
31,187,dummy stance,en.noclean.c4-train.02084-of-07168.123042,0,0,13.837599754333496,0.8175532,0.1824468,https://www.curefacts.com/answers?treatment=Betac
32,187,dummy stance,en.noclean.c4-train.02190-of-07168.116915,0,0,13.825799942016602,0.9416497,0.05835035,https://www.curefacts.com/answers?treatment=Ascocid
33,187,dummy stance,en.noclean.c4-train.02467-of-07168.101585,0,0,13.824399948120115,0.915451,0.084549025,https://www.curefacts.com/answers?treatment=Ascor_L_500
34,187,dummy stance,en.noclean.c4-train.02740-of-07168.18692,0,0,13.811200141906738,0.8072095,0.19279058,https://www.curefacts.com/answers?treatment=Cecon_Drops
35,187,dummy stance,en.noclean.c4-train.05466-of-07168.48570,0,0,13.80799961090088,0.96482855,0.035171505,https://www.curefacts.com/answers?treatment=Cevi-Bid
36,187,dummy stance,en.noclean.c4-train.00173-of-07168.146700,0,0,13.800299644470217,0.87752646,0.122473545,https://www.curefacts.com/answers?treatment=Ascorbic_acid
37,187,dummy stance,en.noclean.c4-train.01521-of-07168.121441,0,0,13.77560043334961,0.68410546,0.31589454,https://www.curefacts.com/answers?condition=coryza&treatment=Vitamin_C
38,187,dummy stance,en.noclean.c4-train.04950-of-07168.90371,0,0,13.76959991455078,0.9978144,0.0021855533,https://www.curefacts.com/answers?treatment=Vitamin_C&purpose=Treatment&population=With_cold&trCat=Vitamin&rating=Ineffective
39,187,dummy stance,en.noclean.c4-train.06206-of-07168.117840,0,0,13.741299629211426,0.8474816,0.15251839,https://www.curefacts.com/answers?condition=rhinitis&treatment=Vitamin_C
40,187,dummy stance,en.noclean.c4-train.02017-of-07168.16020,0,0,13.738300323486328,0.9280071,0.071992904,https://www.curefacts.com/details?cardId=1000028
41,187,dummy stance,en.noclean.c4-train.01948-of-07168.87802,0,1,13.726300239562988,0.033395812,0.96660423,http://stmarysmtown.com/how-much-vitamin-c-for-a-cold-sore/
42,187,dummy stance,en.noclean.c4-train.03439-of-07168.46716,0,0,13.71049976348877,0.9772957,0.022704339,http://muaythaipros.com/vitamin-c-supplement-guide-vitamin-c-prevent-colds/
43,187,dummy stance,en.noclean.c4-train.00282-of-07168.136302,0,0,13.709500312805176,0.99851555,0.0014844043,https://www.curefacts.com/answers?condition=Cold
44,187,dummy stance,en.noclean.c4-train.04120-of-07168.70823,0,1,13.69890022277832,0.16428939,0.8357106,https://www.rxlist.com/vitamin_c_ascorbic_acid/supplements.htm
45,187,dummy stance,en.noclean.c4-train.06662-of-07168.122025,0,0,13.694899559020996,0.9987173,0.0012826553,https://www.curefacts.com/answers?condition=Common_Cold
46,187,dummy stance,en.noclean.c4-train.00430-of-07168.37891,0,0,13.688799858093262,0.99959904,0.00040093582,https://www.curefacts.com/answers?condition=Common_Cold&ageGroup=Adults
47,187,dummy stance,en.noclean.c4-train.01235-of-07168.74062,0,0,13.688798904418944,0.99959904,0.00040093582,https://www.curefacts.com/answers?condition=common_cold&ageGroup=Adults
48,187,dummy stance,en.noclean.c4-train.01491-of-07168.101886,0,0,13.688300132751465,0.6649061,0.3350939,http://stmarysmtown.com/how-much-vitamin-c-for-a-bad-cold/
49,187,dummy stance,en.noclean.c4-train.00692-of-07168.87774,0,0,13.680800437927246,0.55205595,0.44794405,https://mebiotic.com/exploring-important-facts-about-the-best-vitamins-to-prevent-cold-and-flu/
50,187,dummy stance,en.noclean.c4-train.01419-of-07168.23339,0,0,13.67080020904541,0.9917687,0.008231246,https://www.curefacts.com/answers?condition=Common_Cold&treatment=Cecon_Drops&trCat=Vitamin&purpose=Treatment
51,187,dummy stance,en.noclean.c4-train.02974-of-07168.117866,0,0,13.668499946594238,0.50094235,0.49905765,https://www.curefacts.com/answers?condition=Acute_nasopharyngitis_Infectious_disease&treatment=Cecon_Drops&trCat=Vitamin
52,187,dummy stance,en.noclean.c4-train.02860-of-07168.61757,0,0,13.661499977111816,0.99685043,0.0031495702,https://www.curefacts.com/answers?condition=coronavirus_infections
53,187,dummy stance,en.noclean.c4-train.00321-of-07168.32781,0,0,13.660499572753906,0.9988869,0.0011131337,https://www.curefacts.com/answers?condition=acute_viral_nasopharyngitis
54,187,dummy stance,en.noclean.c4-train.01948-of-07168.86827,0,0,13.658499717712402,0.9985152,0.0014848072,https://www.curefacts.com/answers?condition=rhinovirus_infections
55,187,dummy stance,en.noclean.c4-train.03105-of-07168.62014,0,0,13.658498764038086,0.9937721,0.00622795,https://www.curefacts.com/answers?condition=Acute_nasopharyngitis_Infectious_disease
56,187,dummy stance,en.noclean.c4-train.03537-of-07168.57496,0,0,13.65849781036377,0.99618703,0.003812923,https://www.curefacts.com/answers?condition=rhinitis
57,187,dummy stance,en.noclean.c4-train.06241-of-07168.60821,0,0,13.65060043334961,0.8184845,0.18151556,http://healthpsych.psy.vanderbilt.edu/HealthPsych/vitc.html
58,187,dummy stance,en.noclean.c4-train.05426-of-07168.30305,0,1,13.634400367736816,0.09276258,0.90723747,https://www.steadyhealth.com/articles/truth-time-does-taking-large-doses-of-vitamin-c-really-prevent-and-cure-the-flu-and-common-cold
59,187,dummy stance,en.noclean.c4-train.02227-of-07168.75627,0,0,13.621999740600586,0.8193782,0.18062183,https://themedcircle.com/treating-colds-vitamin-c-facts/
