,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,164,dummy stance,en.noclean.c4-train.03847-of-07168.67793,0,1,19.47529983520508,0.00692238,0.99307764,https://www.magneticattraction.com.au/products/Magnetic-Leather-wrist-straps-for-Arthritis%2C-Carpal-Tunnel-and-Pain.html
1,164,dummy stance,en.noclean.c4-train.05914-of-07168.15040,0,0,19.22649955749512,0.9959279,0.0040720864,https://mavendoctors.io/theraconnection/rheumatoid-arthritis/copper-bracelets-and-magnetic-wrist-straps-do-not-reduce-ra-symptoms-wRgBSGPI9UaLruGmtRBVVw/
2,164,dummy stance,en.noclean.c4-train.05506-of-07168.118460,0,1,19.16510009765625,0.004959599,0.99504036,https://www.magneticattraction.com.au/products/MAGNETIC-EASY-STRAPS-%252d-Magnets-SEWN-into-Strap.-Magnetic-Support-Straps%2C-Knee%2C-Elbow%2C-Wrist%2C-%2CPlantar-Fasciitis%2C-Foot-Arches%2C-Ankles---.html?revpage=2
3,164,dummy stance,en.noclean.c4-train.05059-of-07168.137880,0,0,19.160499572753903,0.9986504,0.0013496238,https://www.verywellhealth.com/does-magnet-therapy-help-arthritis-189206
4,164,dummy stance,en.noclean.c4-train.02854-of-07168.116483,0,1,18.93429946899414,0.012981086,0.98701894,https://www.magneticattraction.com.au/products/MAGNETIC-EASY-STRAPS-%252d-Magnets-SEWN-into-Strap.-Magnetic-Support-Straps%2C-Knee%2C-Elbow%2C-Wrist%2C-%2CPlantar-Fasciitis%2C-Foot-Arches%2C-Ankles---.html
5,164,dummy stance,en.noclean.c4-train.02720-of-07168.29563,0,1,18.868600845336918,0.15570395,0.84429604,https://www.thebadbackcompany.co.uk/sitemap.htm
6,164,dummy stance,en.noclean.c4-train.01759-of-07168.133166,0,0,18.839000701904297,0.9978696,0.0021304272,https://www.disabled-world.com/health/autoimmunediseases/rheumatoid-arthritis/bracelets.php
7,164,dummy stance,en.noclean.c4-train.01479-of-07168.103008,0,0,18.587299346923828,0.9993604,0.00063959294,https://www.usefulresults.com/photo/study-finds-copper-and-magnetic-therapy-a-waste-of-money.html
8,164,dummy stance,en.noclean.c4-train.00497-of-07168.12521,0,1,18.471799850463867,0.009932883,0.9900671,https://www.magneticattraction.com.au/products/2-PACK--Magnetic-Therapy-Clip-for-Back%2C-Shoulder%2C-Arthritis%2C-Sciatica%2C-Period-Pain%2C-Gastric-Reflux%2C-Heartburn%2C-Menopausal-Symptoms..html
9,164,dummy stance,en.noclean.c4-train.00538-of-07168.133320,0,1,18.43919944763184,0.13474484,0.8652552,http://alameda.networkofcare.org/veterans/assistive/list.aspx?cid=155
10,164,dummy stance,en.noclean.c4-train.00590-of-07168.11470,0,1,18.439197540283203,0.13474484,0.8652552,http://orange.networkofcare.org/veterans/assistive/list.aspx?cid=155
11,164,dummy stance,en.noclean.c4-train.02443-of-07168.114741,0,1,18.439197540283203,0.13474484,0.8652552,http://region5.tn.networkofcare.org/veterans/assistive/list.aspx?cid=155
12,164,dummy stance,en.noclean.c4-train.06100-of-07168.106462,0,1,18.32460021972656,0.0044114175,0.99558854,https://ainfo.co.uk/medipaq-magnetic-wrist-wrap-3x-pack-relieve-wrist-pain-swelling-discomfort/
13,164,dummy stance,en.noclean.c4-train.06878-of-07168.96174,0,0,18.274799346923828,0.6014005,0.39859948,http://www.braceandsupportblog.com/2012/10/
14,164,dummy stance,en.noclean.c4-train.04277-of-07168.23959,0,1,18.169700622558597,0.021475134,0.97852486,https://www.magneticattraction.com.au/products/Magnetic-Therapy-Clip-for-Back%2C-Shoulder%2C-Arthritis%2C-Sciatica%2C-Period-Pain%2C-Gastric-Reflux%2C-Heartburn%2C-Menopausal-Symptoms..html?revpage=2
15,164,dummy stance,en.noclean.c4-train.02803-of-07168.31856,0,1,18.15080070495605,0.010827332,0.9891727,https://www.magneticattraction.com.au/
16,164,dummy stance,en.noclean.c4-train.00609-of-07168.15549,0,1,18.121700286865234,0.009043017,0.99095696,http://magnetictherapyfacts.org/arthritis.asp
17,164,dummy stance,en.noclean.c4-train.05058-of-07168.117998,0,1,18.119600296020508,0.007601703,0.9923983,https://www.magneticattraction.com.au/products/Magnetic-Plantar-Fasciitis-Strap.html
18,164,dummy stance,en.noclean.c4-train.06435-of-07168.114344,0,1,18.07460021972656,0.041647155,0.9583528,https://www.magneticattraction.com.au/products/Magnetic-Bra-Strap-Pad-for-Shoulder-Pain.html
19,164,dummy stance,en.noclean.c4-train.05983-of-07168.43067,0,1,18.022300720214844,0.027278924,0.97272104,https://www.magneticattraction.com.au/pages/Testimonials.html
20,164,dummy stance,en.noclean.c4-train.00431-of-07168.89384,0,0,18.012500762939453,0.98396564,0.016034361,https://naturalmedicines.therapeuticresearch.com/news/news-items/2013/october/copper-and-magnetic-bracelets-studied-for-rheumatoid-arthritis.aspx
21,164,dummy stance,en.noclean.c4-train.03504-of-07168.101328,0,0,17.96809959411621,0.9994293,0.000570643,https://3healthymonkeys.wordpress.com/2009/10/18/magnetic-wrist-straps-copper-bracelets-do-not-relieve-arthritic-pain/
