,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
0,157,dummy stance,en.noclean.c4-train.00020-of-07168.5555,0,0,9.284500122070312,0.63103795,0.36896208,https://www.cancerresearchuk.org/about-cancer/causes-of-cancer/inherited-cancer-genes-and-increased-cancer-risk/family-history-and-inherited-cancer-genes
1,157,dummy stance,en.noclean.c4-train.04285-of-07168.73088,0,0,9.255800247192385,0.63460404,0.36539596,https://www.macmillan.org.uk/information-and-support/diagnosing/causes-and-risk-factors/family-history/cancer-and-genes.html
2,157,dummy stance,en.noclean.c4-train.02384-of-07168.126235,0,0,9.252799987792969,0.60891795,0.39108202,http://healthdocbox.com/Cancer/65743465-Agro-ansc-bio-gene-hort-305-fall-2017-medical-genetics-and-cancer-chpt-24-genetics-by-brooker-lecture-outline-17.html
3,157,dummy stance,en.noclean.c4-train.05487-of-07168.47589,0,0,9.25059986114502,0.88242793,0.117572024,http://altvampyres.net/book/download-dynamics-of-cancer%3A-incidence%2C-inheritance%2C-and-evolution-%28princeton-series-in-evolutionary-biology%29.htm
4,157,dummy stance,en.noclean.c4-train.00462-of-07168.148125,0,0,9.233400344848633,0.97668856,0.023311427,https://stanfordhealthcare.org/medical-treatments/c/cancer-risk-assessment-genetic-testing-counseling.html
5,157,dummy stance,en.noclean.c4-train.00127-of-07168.119794,0,1,9.233399391174316,0.28231385,0.7176862,https://www.biomarkdiagnostics.com/cancer-risk-in-families/
6,157,dummy stance,en.noclean.c4-train.02793-of-07168.93530,0,1,9.190099716186523,0.35832027,0.64167976,https://www.newhopemedicalcenter.com/blogs/inherited-genes-cancer-types/
7,157,dummy stance,en.noclean.c4-train.05874-of-07168.56958,0,1,9.184300422668455,0.4682704,0.53172964,http://www.bjctodayonline.org/Home/ForYourHealth/BreastHealthAwarenessMonthQuizPledgeForm.aspx
8,157,dummy stance,en.noclean.c4-train.04204-of-07168.70358,0,1,9.1806001663208,0.3880447,0.6119553,http://link.lawrencefreelibrary.org/portal/A-cancer-in-the-family--take-control-of-your/uOwarkIuuSY/
9,157,dummy stance,en.noclean.c4-train.05378-of-07168.109541,0,1,9.179800033569336,0.16018814,0.83981186,https://gtldna.hk/dna-tests/inherited-cancer-panel/
10,157,dummy stance,en.noclean.c4-train.00460-of-07168.126556,0,1,9.17870044708252,0.17139201,0.8286079,https://easydna.co.nz/dna-tests/inherited-cancer-panel/
11,157,dummy stance,en.noclean.c4-train.04185-of-07168.27401,0,1,9.174699783325195,0.1634563,0.8365437,https://easydna.in/dna-tests/inherited-cancer-panel/
12,157,dummy stance,en.noclean.c4-train.05268-of-07168.36421,0,1,9.169599533081056,0.17289858,0.8271014,https://easydna.my/dna-tests/inherited-cancer-panel/
13,157,dummy stance,en.noclean.c4-train.02711-of-07168.23322,0,0,9.158100128173828,0.5234774,0.47652262,https://merogenomics.ca/blog/en/69/Inherited_cancer_mutations
14,157,dummy stance,en.noclean.c4-train.05165-of-07168.147851,0,1,9.155799865722656,0.3660638,0.6339362,http://www.aboutgeneticcounselors.com/Genetic-Conditions/Cancer
15,157,dummy stance,en.noclean.c4-train.03992-of-07168.20550,0,0,9.147299766540527,0.56409025,0.4359097,http://healthdocbox.com/Cancer/69721276-Asingle-inherited-mutant-gene-may-be-enough-to.html
16,157,dummy stance,en.noclean.c4-train.00511-of-07168.92446,0,1,9.14210033416748,0.20399278,0.7960072,http://cancer-treatment.ga/testing-for-inherited-colon-cancer/
17,157,dummy stance,en.noclean.c4-train.02559-of-07168.87732,0,0,9.14050006866455,0.6771712,0.32282883,https://ovariancancer.net.au/know-ovarian-cancer/genetic-risks/
18,157,dummy stance,en.noclean.c4-train.02525-of-07168.79073,0,0,9.13319969177246,0.7560096,0.2439904,https://www.cancer.org/cancer/cancer-causes/genetics/family-cancer-syndromes.html
19,157,dummy stance,en.noclean.c4-train.06406-of-07168.13499,0,0,9.13230037689209,0.8993124,0.10068757,https://www.macmillan.org.uk/information-and-support/bladder-cancer/non-invasive-bladder-cancer/organising/your-finances/planning-your-finances/inheritance-tax.html
20,157,dummy stance,en.noclean.c4-train.05985-of-07168.6704,0,0,9.125,0.51396334,0.48603666,https://findingcyril.com/what-is-brca/
21,157,dummy stance,en.noclean.c4-train.02988-of-07168.126938,0,0,9.12399959564209,0.6531103,0.34688964,http://targetedcancercare.massgeneral.org/My-Trial-Guide/Diseases/Breast-Cancer/BRCA1-and-BRCA2/Inherited-Germline-Mutations.aspx
22,157,dummy stance,en.noclean.c4-train.06988-of-07168.87073,0,1,9.11620044708252,0.19634072,0.8036593,http://www.seenamagowitzfoundation.org/six-inherited-genetic-mutations-likned-to-increased-risk-of-pancreatic-cancer/
23,157,dummy stance,en.noclean.c4-train.01052-of-07168.63255,0,1,9.116000175476074,0.4351406,0.5648594,https://www.nzfgcs.co.nz/syndromes/lynch-syndrome
24,157,dummy stance,en.noclean.c4-train.06237-of-07168.6361,0,1,9.11139965057373,0.31796947,0.6820306,https://www.cancerresearchuk.org/about-cancer/causes-of-cancer/inherited-cancer-genes-and-increased-cancer-risk/inherited-genes-and-cancer-types
25,157,dummy stance,en.noclean.c4-train.00776-of-07168.22004,0,0,9.10919952392578,0.6127187,0.38728133,http://eastgenomics.org.uk/ask/you-asked-we-answered/nhs-provision-for-cancer-inherited-disease-and-infectious-diseases/
26,157,dummy stance,en.noclean.c4-train.02914-of-07168.88523,0,1,9.1072998046875,0.15580808,0.84419197,https://www.bioprognos.com/en/the-genetics-of-cancer/
27,157,dummy stance,en.noclean.c4-train.02937-of-07168.83352,0,0,9.104900360107422,0.573671,0.42632905,http://cancerhelpworld.com/cancer-hereditary/
28,157,dummy stance,en.noclean.c4-train.01970-of-07168.44363,0,1,9.104700088500977,0.1501775,0.84982246,https://www.rochestercolon.com/services/colorectal-cancer/familial-colon-cancer/
29,157,dummy stance,en.noclean.c4-train.05508-of-07168.43365,0,0,9.100600242614746,0.6988054,0.3011946,https://www.cancer.gov/about-cancer/causes-prevention/genetics/genetic-testing-fact-sheet
